,img,gt,back_gt,B,G,R
25,./dataset/RDD/train/img/0026.JPG,./dataset/RDD/train/gt/0026.JPG,./dataset/RDD/train/back_gt/0026.JPG,0,0,0
26,./dataset/RDD/train/img/0027.JPG,./dataset/RDD/train/gt/0027.JPG,./dataset/RDD/train/back_gt/0027.JPG,0,0,0
27,./dataset/RDD/train/img/0028.JPG,./dataset/RDD/train/gt/0028.JPG,./dataset/RDD/train/back_gt/0028.JPG,0,0,0
28,./dataset/RDD/train/img/0029.JPG,./dataset/RDD/train/gt/0029.JPG,./dataset/RDD/train/back_gt/0029.JPG,0,0,0
29,./dataset/RDD/train/img/0030.JPG,./dataset/RDD/train/gt/0030.JPG,./dataset/RDD/train/back_gt/0030.JPG,0,0,0
30,./dataset/RDD/train/img/0031.JPG,./dataset/RDD/train/gt/0031.JPG,./dataset/RDD/train/back_gt/0031.JPG,0,0,0
31,./dataset/RDD/train/img/0032.JPG,./dataset/RDD/train/gt/0032.JPG,./dataset/RDD/train/back_gt/0032.JPG,0,0,0
32,./dataset/RDD/train/img/0033.JPG,./dataset/RDD/train/gt/0033.JPG,./dataset/RDD/train/back_gt/0033.JPG,0,0,0
33,./dataset/RDD/train/img/0034.JPG,./dataset/RDD/train/gt/0034.JPG,./dataset/RDD/train/back_gt/0034.JPG,0,0,0
34,./dataset/RDD/train/img/0035.JPG,./dataset/RDD/train/gt/0035.JPG,./dataset/RDD/train/back_gt/0035.JPG,0,0,0
35,./dataset/RDD/train/img/0036.JPG,./dataset/RDD/train/gt/0036.JPG,./dataset/RDD/train/back_gt/0036.JPG,0,0,0
36,./dataset/RDD/train/img/0037.JPG,./dataset/RDD/train/gt/0037.JPG,./dataset/RDD/train/back_gt/0037.JPG,0,0,0
37,./dataset/RDD/train/img/0038.JPG,./dataset/RDD/train/gt/0038.JPG,./dataset/RDD/train/back_gt/0038.JPG,0,0,0
38,./dataset/RDD/train/img/0039.JPG,./dataset/RDD/train/gt/0039.JPG,./dataset/RDD/train/back_gt/0039.JPG,0,0,0
39,./dataset/RDD/train/img/0040.JPG,./dataset/RDD/train/gt/0040.JPG,./dataset/RDD/train/back_gt/0040.JPG,0,0,0
40,./dataset/RDD/train/img/0041.JPG,./dataset/RDD/train/gt/0041.JPG,./dataset/RDD/train/back_gt/0041.JPG,0,0,0
41,./dataset/RDD/train/img/0042.JPG,./dataset/RDD/train/gt/0042.JPG,./dataset/RDD/train/back_gt/0042.JPG,0,0,0
42,./dataset/RDD/train/img/0043.JPG,./dataset/RDD/train/gt/0043.JPG,./dataset/RDD/train/back_gt/0043.JPG,0,0,0
43,./dataset/RDD/train/img/0044.JPG,./dataset/RDD/train/gt/0044.JPG,./dataset/RDD/train/back_gt/0044.JPG,0,0,0
44,./dataset/RDD/train/img/0045.JPG,./dataset/RDD/train/gt/0045.JPG,./dataset/RDD/train/back_gt/0045.JPG,0,0,0
45,./dataset/RDD/train/img/0046.JPG,./dataset/RDD/train/gt/0046.JPG,./dataset/RDD/train/back_gt/0046.JPG,0,0,0
46,./dataset/RDD/train/img/0047.JPG,./dataset/RDD/train/gt/0047.JPG,./dataset/RDD/train/back_gt/0047.JPG,0,0,0
47,./dataset/RDD/train/img/0048.JPG,./dataset/RDD/train/gt/0048.JPG,./dataset/RDD/train/back_gt/0048.JPG,0,0,0
48,./dataset/RDD/train/img/0049.JPG,./dataset/RDD/train/gt/0049.JPG,./dataset/RDD/train/back_gt/0049.JPG,0,0,0
49,./dataset/RDD/train/img/0050.JPG,./dataset/RDD/train/gt/0050.JPG,./dataset/RDD/train/back_gt/0050.JPG,0,0,0
50,./dataset/RDD/train/img/0051.JPG,./dataset/RDD/train/gt/0051.JPG,./dataset/RDD/train/back_gt/0051.JPG,0,0,0
51,./dataset/RDD/train/img/0052.JPG,./dataset/RDD/train/gt/0052.JPG,./dataset/RDD/train/back_gt/0052.JPG,0,0,0
52,./dataset/RDD/train/img/0053.JPG,./dataset/RDD/train/gt/0053.JPG,./dataset/RDD/train/back_gt/0053.JPG,0,0,0
53,./dataset/RDD/train/img/0054.JPG,./dataset/RDD/train/gt/0054.JPG,./dataset/RDD/train/back_gt/0054.JPG,0,0,0
54,./dataset/RDD/train/img/0055.JPG,./dataset/RDD/train/gt/0055.JPG,./dataset/RDD/train/back_gt/0055.JPG,0,0,0
55,./dataset/RDD/train/img/0056.JPG,./dataset/RDD/train/gt/0056.JPG,./dataset/RDD/train/back_gt/0056.JPG,0,0,0
56,./dataset/RDD/train/img/0057.JPG,./dataset/RDD/train/gt/0057.JPG,./dataset/RDD/train/back_gt/0057.JPG,0,0,0
57,./dataset/RDD/train/img/0058.JPG,./dataset/RDD/train/gt/0058.JPG,./dataset/RDD/train/back_gt/0058.JPG,0,0,0
58,./dataset/RDD/train/img/0059.JPG,./dataset/RDD/train/gt/0059.JPG,./dataset/RDD/train/back_gt/0059.JPG,0,0,0
59,./dataset/RDD/train/img/0060.JPG,./dataset/RDD/train/gt/0060.JPG,./dataset/RDD/train/back_gt/0060.JPG,0,0,0
60,./dataset/RDD/train/img/0061.JPG,./dataset/RDD/train/gt/0061.JPG,./dataset/RDD/train/back_gt/0061.JPG,0,0,0
61,./dataset/RDD/train/img/0062.JPG,./dataset/RDD/train/gt/0062.JPG,./dataset/RDD/train/back_gt/0062.JPG,0,0,0
62,./dataset/RDD/train/img/0063.JPG,./dataset/RDD/train/gt/0063.JPG,./dataset/RDD/train/back_gt/0063.JPG,0,0,0
63,./dataset/RDD/train/img/0064.JPG,./dataset/RDD/train/gt/0064.JPG,./dataset/RDD/train/back_gt/0064.JPG,0,0,0
64,./dataset/RDD/train/img/0065.JPG,./dataset/RDD/train/gt/0065.JPG,./dataset/RDD/train/back_gt/0065.JPG,0,0,0
65,./dataset/RDD/train/img/0066.JPG,./dataset/RDD/train/gt/0066.JPG,./dataset/RDD/train/back_gt/0066.JPG,0,0,0
66,./dataset/RDD/train/img/0067.JPG,./dataset/RDD/train/gt/0067.JPG,./dataset/RDD/train/back_gt/0067.JPG,0,0,0
67,./dataset/RDD/train/img/0068.JPG,./dataset/RDD/train/gt/0068.JPG,./dataset/RDD/train/back_gt/0068.JPG,0,0,0
68,./dataset/RDD/train/img/0069.JPG,./dataset/RDD/train/gt/0069.JPG,./dataset/RDD/train/back_gt/0069.JPG,0,0,0
69,./dataset/RDD/train/img/0070.JPG,./dataset/RDD/train/gt/0070.JPG,./dataset/RDD/train/back_gt/0070.JPG,0,0,0
70,./dataset/RDD/train/img/0071.JPG,./dataset/RDD/train/gt/0071.JPG,./dataset/RDD/train/back_gt/0071.JPG,0,0,0
71,./dataset/RDD/train/img/0072.JPG,./dataset/RDD/train/gt/0072.JPG,./dataset/RDD/train/back_gt/0072.JPG,0,0,0
72,./dataset/RDD/train/img/0073.JPG,./dataset/RDD/train/gt/0073.JPG,./dataset/RDD/train/back_gt/0073.JPG,0,0,0
73,./dataset/RDD/train/img/0074.JPG,./dataset/RDD/train/gt/0074.JPG,./dataset/RDD/train/back_gt/0074.JPG,0,0,0
74,./dataset/RDD/train/img/0075.JPG,./dataset/RDD/train/gt/0075.JPG,./dataset/RDD/train/back_gt/0075.JPG,0,0,0
75,./dataset/RDD/train/img/0076.JPG,./dataset/RDD/train/gt/0076.JPG,./dataset/RDD/train/back_gt/0076.JPG,0,0,0
76,./dataset/RDD/train/img/0077.JPG,./dataset/RDD/train/gt/0077.JPG,./dataset/RDD/train/back_gt/0077.JPG,0,0,0
77,./dataset/RDD/train/img/0078.JPG,./dataset/RDD/train/gt/0078.JPG,./dataset/RDD/train/back_gt/0078.JPG,0,0,0
78,./dataset/RDD/train/img/0079.JPG,./dataset/RDD/train/gt/0079.JPG,./dataset/RDD/train/back_gt/0079.JPG,0,0,0
79,./dataset/RDD/train/img/0080.JPG,./dataset/RDD/train/gt/0080.JPG,./dataset/RDD/train/back_gt/0080.JPG,0,0,0
80,./dataset/RDD/train/img/0081.JPG,./dataset/RDD/train/gt/0081.JPG,./dataset/RDD/train/back_gt/0081.JPG,0,0,0
81,./dataset/RDD/train/img/0082.JPG,./dataset/RDD/train/gt/0082.JPG,./dataset/RDD/train/back_gt/0082.JPG,0,0,0
82,./dataset/RDD/train/img/0083.JPG,./dataset/RDD/train/gt/0083.JPG,./dataset/RDD/train/back_gt/0083.JPG,0,0,0
83,./dataset/RDD/train/img/0084.JPG,./dataset/RDD/train/gt/0084.JPG,./dataset/RDD/train/back_gt/0084.JPG,0,0,0
84,./dataset/RDD/train/img/0085.JPG,./dataset/RDD/train/gt/0085.JPG,./dataset/RDD/train/back_gt/0085.JPG,0,0,0
85,./dataset/RDD/train/img/0086.JPG,./dataset/RDD/train/gt/0086.JPG,./dataset/RDD/train/back_gt/0086.JPG,0,0,0
86,./dataset/RDD/train/img/0087.JPG,./dataset/RDD/train/gt/0087.JPG,./dataset/RDD/train/back_gt/0087.JPG,0,0,0
87,./dataset/RDD/train/img/0088.JPG,./dataset/RDD/train/gt/0088.JPG,./dataset/RDD/train/back_gt/0088.JPG,0,0,0
88,./dataset/RDD/train/img/0089.JPG,./dataset/RDD/train/gt/0089.JPG,./dataset/RDD/train/back_gt/0089.JPG,0,0,0
89,./dataset/RDD/train/img/0090.JPG,./dataset/RDD/train/gt/0090.JPG,./dataset/RDD/train/back_gt/0090.JPG,0,0,0
90,./dataset/RDD/train/img/0091.JPG,./dataset/RDD/train/gt/0091.JPG,./dataset/RDD/train/back_gt/0091.JPG,0,0,0
91,./dataset/RDD/train/img/0092.JPG,./dataset/RDD/train/gt/0092.JPG,./dataset/RDD/train/back_gt/0092.JPG,0,0,0
92,./dataset/RDD/train/img/0093.JPG,./dataset/RDD/train/gt/0093.JPG,./dataset/RDD/train/back_gt/0093.JPG,0,0,0
93,./dataset/RDD/train/img/0094.JPG,./dataset/RDD/train/gt/0094.JPG,./dataset/RDD/train/back_gt/0094.JPG,0,0,0
94,./dataset/RDD/train/img/0095.JPG,./dataset/RDD/train/gt/0095.JPG,./dataset/RDD/train/back_gt/0095.JPG,0,0,0
95,./dataset/RDD/train/img/0096.JPG,./dataset/RDD/train/gt/0096.JPG,./dataset/RDD/train/back_gt/0096.JPG,0,0,0
96,./dataset/RDD/train/img/0097.JPG,./dataset/RDD/train/gt/0097.JPG,./dataset/RDD/train/back_gt/0097.JPG,0,0,0
97,./dataset/RDD/train/img/0098.JPG,./dataset/RDD/train/gt/0098.JPG,./dataset/RDD/train/back_gt/0098.JPG,0,0,0
98,./dataset/RDD/train/img/0099.JPG,./dataset/RDD/train/gt/0099.JPG,./dataset/RDD/train/back_gt/0099.JPG,0,0,0
99,./dataset/RDD/train/img/0100.JPG,./dataset/RDD/train/gt/0100.JPG,./dataset/RDD/train/back_gt/0100.JPG,0,0,0
100,./dataset/RDD/train/img/0101.JPG,./dataset/RDD/train/gt/0101.JPG,./dataset/RDD/train/back_gt/0101.JPG,0,0,0
101,./dataset/RDD/train/img/0102.JPG,./dataset/RDD/train/gt/0102.JPG,./dataset/RDD/train/back_gt/0102.JPG,0,0,0
102,./dataset/RDD/train/img/0103.JPG,./dataset/RDD/train/gt/0103.JPG,./dataset/RDD/train/back_gt/0103.JPG,0,0,0
103,./dataset/RDD/train/img/0104.JPG,./dataset/RDD/train/gt/0104.JPG,./dataset/RDD/train/back_gt/0104.JPG,0,0,0
104,./dataset/RDD/train/img/0105.JPG,./dataset/RDD/train/gt/0105.JPG,./dataset/RDD/train/back_gt/0105.JPG,0,0,0
105,./dataset/RDD/train/img/0106.JPG,./dataset/RDD/train/gt/0106.JPG,./dataset/RDD/train/back_gt/0106.JPG,0,0,0
106,./dataset/RDD/train/img/0107.JPG,./dataset/RDD/train/gt/0107.JPG,./dataset/RDD/train/back_gt/0107.JPG,0,0,0
107,./dataset/RDD/train/img/0108.JPG,./dataset/RDD/train/gt/0108.JPG,./dataset/RDD/train/back_gt/0108.JPG,0,0,0
108,./dataset/RDD/train/img/0109.JPG,./dataset/RDD/train/gt/0109.JPG,./dataset/RDD/train/back_gt/0109.JPG,0,0,0
109,./dataset/RDD/train/img/0110.JPG,./dataset/RDD/train/gt/0110.JPG,./dataset/RDD/train/back_gt/0110.JPG,0,0,0
110,./dataset/RDD/train/img/0111.JPG,./dataset/RDD/train/gt/0111.JPG,./dataset/RDD/train/back_gt/0111.JPG,0,0,0
111,./dataset/RDD/train/img/0112.JPG,./dataset/RDD/train/gt/0112.JPG,./dataset/RDD/train/back_gt/0112.JPG,0,0,0
112,./dataset/RDD/train/img/0113.JPG,./dataset/RDD/train/gt/0113.JPG,./dataset/RDD/train/back_gt/0113.JPG,0,0,0
113,./dataset/RDD/train/img/0114.JPG,./dataset/RDD/train/gt/0114.JPG,./dataset/RDD/train/back_gt/0114.JPG,0,0,0
114,./dataset/RDD/train/img/0115.JPG,./dataset/RDD/train/gt/0115.JPG,./dataset/RDD/train/back_gt/0115.JPG,0,0,0
115,./dataset/RDD/train/img/0116.JPG,./dataset/RDD/train/gt/0116.JPG,./dataset/RDD/train/back_gt/0116.JPG,0,0,0
116,./dataset/RDD/train/img/0117.JPG,./dataset/RDD/train/gt/0117.JPG,./dataset/RDD/train/back_gt/0117.JPG,0,0,0
117,./dataset/RDD/train/img/0118.JPG,./dataset/RDD/train/gt/0118.JPG,./dataset/RDD/train/back_gt/0118.JPG,0,0,0
118,./dataset/RDD/train/img/0119.JPG,./dataset/RDD/train/gt/0119.JPG,./dataset/RDD/train/back_gt/0119.JPG,0,0,0
119,./dataset/RDD/train/img/0120.JPG,./dataset/RDD/train/gt/0120.JPG,./dataset/RDD/train/back_gt/0120.JPG,0,0,0
120,./dataset/RDD/train/img/0121.JPG,./dataset/RDD/train/gt/0121.JPG,./dataset/RDD/train/back_gt/0121.JPG,0,0,0
121,./dataset/RDD/train/img/0122.JPG,./dataset/RDD/train/gt/0122.JPG,./dataset/RDD/train/back_gt/0122.JPG,0,0,0
122,./dataset/RDD/train/img/0123.JPG,./dataset/RDD/train/gt/0123.JPG,./dataset/RDD/train/back_gt/0123.JPG,0,0,0
123,./dataset/RDD/train/img/0124.JPG,./dataset/RDD/train/gt/0124.JPG,./dataset/RDD/train/back_gt/0124.JPG,0,0,0
124,./dataset/RDD/train/img/0125.JPG,./dataset/RDD/train/gt/0125.JPG,./dataset/RDD/train/back_gt/0125.JPG,0,0,0
125,./dataset/RDD/train/img/0126.JPG,./dataset/RDD/train/gt/0126.JPG,./dataset/RDD/train/back_gt/0126.JPG,0,0,0
126,./dataset/RDD/train/img/0127.JPG,./dataset/RDD/train/gt/0127.JPG,./dataset/RDD/train/back_gt/0127.JPG,0,0,0
127,./dataset/RDD/train/img/0128.JPG,./dataset/RDD/train/gt/0128.JPG,./dataset/RDD/train/back_gt/0128.JPG,0,0,0
128,./dataset/RDD/train/img/0129.JPG,./dataset/RDD/train/gt/0129.JPG,./dataset/RDD/train/back_gt/0129.JPG,0,0,0
129,./dataset/RDD/train/img/0130.JPG,./dataset/RDD/train/gt/0130.JPG,./dataset/RDD/train/back_gt/0130.JPG,0,0,0
130,./dataset/RDD/train/img/0131.JPG,./dataset/RDD/train/gt/0131.JPG,./dataset/RDD/train/back_gt/0131.JPG,0,0,0
131,./dataset/RDD/train/img/0132.JPG,./dataset/RDD/train/gt/0132.JPG,./dataset/RDD/train/back_gt/0132.JPG,0,0,0
132,./dataset/RDD/train/img/0133.JPG,./dataset/RDD/train/gt/0133.JPG,./dataset/RDD/train/back_gt/0133.JPG,0,0,0
133,./dataset/RDD/train/img/0134.JPG,./dataset/RDD/train/gt/0134.JPG,./dataset/RDD/train/back_gt/0134.JPG,0,0,0
134,./dataset/RDD/train/img/0135.JPG,./dataset/RDD/train/gt/0135.JPG,./dataset/RDD/train/back_gt/0135.JPG,0,0,0
135,./dataset/RDD/train/img/0136.JPG,./dataset/RDD/train/gt/0136.JPG,./dataset/RDD/train/back_gt/0136.JPG,0,0,0
136,./dataset/RDD/train/img/0137.JPG,./dataset/RDD/train/gt/0137.JPG,./dataset/RDD/train/back_gt/0137.JPG,0,0,0
137,./dataset/RDD/train/img/0138.JPG,./dataset/RDD/train/gt/0138.JPG,./dataset/RDD/train/back_gt/0138.JPG,0,0,0
138,./dataset/RDD/train/img/0139.JPG,./dataset/RDD/train/gt/0139.JPG,./dataset/RDD/train/back_gt/0139.JPG,0,0,0
139,./dataset/RDD/train/img/0140.JPG,./dataset/RDD/train/gt/0140.JPG,./dataset/RDD/train/back_gt/0140.JPG,0,0,0
140,./dataset/RDD/train/img/0141.JPG,./dataset/RDD/train/gt/0141.JPG,./dataset/RDD/train/back_gt/0141.JPG,0,0,0
141,./dataset/RDD/train/img/0142.JPG,./dataset/RDD/train/gt/0142.JPG,./dataset/RDD/train/back_gt/0142.JPG,0,0,0
142,./dataset/RDD/train/img/0143.JPG,./dataset/RDD/train/gt/0143.JPG,./dataset/RDD/train/back_gt/0143.JPG,0,0,0
143,./dataset/RDD/train/img/0144.JPG,./dataset/RDD/train/gt/0144.JPG,./dataset/RDD/train/back_gt/0144.JPG,0,0,0
144,./dataset/RDD/train/img/0145.JPG,./dataset/RDD/train/gt/0145.JPG,./dataset/RDD/train/back_gt/0145.JPG,0,0,0
145,./dataset/RDD/train/img/0146.JPG,./dataset/RDD/train/gt/0146.JPG,./dataset/RDD/train/back_gt/0146.JPG,0,0,0
146,./dataset/RDD/train/img/0147.JPG,./dataset/RDD/train/gt/0147.JPG,./dataset/RDD/train/back_gt/0147.JPG,0,0,0
147,./dataset/RDD/train/img/0148.JPG,./dataset/RDD/train/gt/0148.JPG,./dataset/RDD/train/back_gt/0148.JPG,0,0,0
148,./dataset/RDD/train/img/0149.JPG,./dataset/RDD/train/gt/0149.JPG,./dataset/RDD/train/back_gt/0149.JPG,0,0,0
149,./dataset/RDD/train/img/0150.JPG,./dataset/RDD/train/gt/0150.JPG,./dataset/RDD/train/back_gt/0150.JPG,0,0,0
150,./dataset/RDD/train/img/0151.JPG,./dataset/RDD/train/gt/0151.JPG,./dataset/RDD/train/back_gt/0151.JPG,0,0,0
151,./dataset/RDD/train/img/0152.JPG,./dataset/RDD/train/gt/0152.JPG,./dataset/RDD/train/back_gt/0152.JPG,0,0,0
152,./dataset/RDD/train/img/0153.JPG,./dataset/RDD/train/gt/0153.JPG,./dataset/RDD/train/back_gt/0153.JPG,0,0,0
153,./dataset/RDD/train/img/0165.JPG,./dataset/RDD/train/gt/0165.JPG,./dataset/RDD/train/back_gt/0165.JPG,0,0,0
154,./dataset/RDD/train/img/0166.JPG,./dataset/RDD/train/gt/0166.JPG,./dataset/RDD/train/back_gt/0166.JPG,0,0,0
155,./dataset/RDD/train/img/0167.JPG,./dataset/RDD/train/gt/0167.JPG,./dataset/RDD/train/back_gt/0167.JPG,0,0,0
156,./dataset/RDD/train/img/0168.JPG,./dataset/RDD/train/gt/0168.JPG,./dataset/RDD/train/back_gt/0168.JPG,0,0,0
157,./dataset/RDD/train/img/0169.JPG,./dataset/RDD/train/gt/0169.JPG,./dataset/RDD/train/back_gt/0169.JPG,0,0,0
158,./dataset/RDD/train/img/0170.JPG,./dataset/RDD/train/gt/0170.JPG,./dataset/RDD/train/back_gt/0170.JPG,0,0,0
159,./dataset/RDD/train/img/0171.JPG,./dataset/RDD/train/gt/0171.JPG,./dataset/RDD/train/back_gt/0171.JPG,0,0,0
160,./dataset/RDD/train/img/0172.JPG,./dataset/RDD/train/gt/0172.JPG,./dataset/RDD/train/back_gt/0172.JPG,0,0,0
161,./dataset/RDD/train/img/0173.JPG,./dataset/RDD/train/gt/0173.JPG,./dataset/RDD/train/back_gt/0173.JPG,0,0,0
162,./dataset/RDD/train/img/0174.JPG,./dataset/RDD/train/gt/0174.JPG,./dataset/RDD/train/back_gt/0174.JPG,0,0,0
163,./dataset/RDD/train/img/0175.JPG,./dataset/RDD/train/gt/0175.JPG,./dataset/RDD/train/back_gt/0175.JPG,0,0,0
164,./dataset/RDD/train/img/0176.JPG,./dataset/RDD/train/gt/0176.JPG,./dataset/RDD/train/back_gt/0176.JPG,0,0,0
165,./dataset/RDD/train/img/0177.JPG,./dataset/RDD/train/gt/0177.JPG,./dataset/RDD/train/back_gt/0177.JPG,0,0,0
166,./dataset/RDD/train/img/0178.JPG,./dataset/RDD/train/gt/0178.JPG,./dataset/RDD/train/back_gt/0178.JPG,0,0,0
167,./dataset/RDD/train/img/0179.JPG,./dataset/RDD/train/gt/0179.JPG,./dataset/RDD/train/back_gt/0179.JPG,0,0,0
168,./dataset/RDD/train/img/0180.JPG,./dataset/RDD/train/gt/0180.JPG,./dataset/RDD/train/back_gt/0180.JPG,0,0,0
169,./dataset/RDD/train/img/0181.JPG,./dataset/RDD/train/gt/0181.JPG,./dataset/RDD/train/back_gt/0181.JPG,0,0,0
170,./dataset/RDD/train/img/0182.JPG,./dataset/RDD/train/gt/0182.JPG,./dataset/RDD/train/back_gt/0182.JPG,0,0,0
171,./dataset/RDD/train/img/0183.JPG,./dataset/RDD/train/gt/0183.JPG,./dataset/RDD/train/back_gt/0183.JPG,0,0,0
172,./dataset/RDD/train/img/0184.JPG,./dataset/RDD/train/gt/0184.JPG,./dataset/RDD/train/back_gt/0184.JPG,0,0,0
173,./dataset/RDD/train/img/0185.JPG,./dataset/RDD/train/gt/0185.JPG,./dataset/RDD/train/back_gt/0185.JPG,0,0,0
174,./dataset/RDD/train/img/0186.JPG,./dataset/RDD/train/gt/0186.JPG,./dataset/RDD/train/back_gt/0186.JPG,0,0,0
175,./dataset/RDD/train/img/0187.JPG,./dataset/RDD/train/gt/0187.JPG,./dataset/RDD/train/back_gt/0187.JPG,0,0,0
176,./dataset/RDD/train/img/0188.JPG,./dataset/RDD/train/gt/0188.JPG,./dataset/RDD/train/back_gt/0188.JPG,0,0,0
177,./dataset/RDD/train/img/0189.JPG,./dataset/RDD/train/gt/0189.JPG,./dataset/RDD/train/back_gt/0189.JPG,0,0,0
178,./dataset/RDD/train/img/0190.JPG,./dataset/RDD/train/gt/0190.JPG,./dataset/RDD/train/back_gt/0190.JPG,0,0,0
179,./dataset/RDD/train/img/0191.JPG,./dataset/RDD/train/gt/0191.JPG,./dataset/RDD/train/back_gt/0191.JPG,0,0,0
180,./dataset/RDD/train/img/0192.JPG,./dataset/RDD/train/gt/0192.JPG,./dataset/RDD/train/back_gt/0192.JPG,0,0,0
181,./dataset/RDD/train/img/0193.JPG,./dataset/RDD/train/gt/0193.JPG,./dataset/RDD/train/back_gt/0193.JPG,0,0,0
182,./dataset/RDD/train/img/0194.JPG,./dataset/RDD/train/gt/0194.JPG,./dataset/RDD/train/back_gt/0194.JPG,0,0,0
183,./dataset/RDD/train/img/0195.JPG,./dataset/RDD/train/gt/0195.JPG,./dataset/RDD/train/back_gt/0195.JPG,0,0,0
184,./dataset/RDD/train/img/0196.JPG,./dataset/RDD/train/gt/0196.JPG,./dataset/RDD/train/back_gt/0196.JPG,0,0,0
185,./dataset/RDD/train/img/0197.JPG,./dataset/RDD/train/gt/0197.JPG,./dataset/RDD/train/back_gt/0197.JPG,0,0,0
186,./dataset/RDD/train/img/0198.JPG,./dataset/RDD/train/gt/0198.JPG,./dataset/RDD/train/back_gt/0198.JPG,0,0,0
187,./dataset/RDD/train/img/0207.JPG,./dataset/RDD/train/gt/0207.JPG,./dataset/RDD/train/back_gt/0207.JPG,0,0,0
188,./dataset/RDD/train/img/0208.JPG,./dataset/RDD/train/gt/0208.JPG,./dataset/RDD/train/back_gt/0208.JPG,0,0,0
189,./dataset/RDD/train/img/0209.JPG,./dataset/RDD/train/gt/0209.JPG,./dataset/RDD/train/back_gt/0209.JPG,0,0,0
190,./dataset/RDD/train/img/0210.JPG,./dataset/RDD/train/gt/0210.JPG,./dataset/RDD/train/back_gt/0210.JPG,0,0,0
191,./dataset/RDD/train/img/0211.JPG,./dataset/RDD/train/gt/0211.JPG,./dataset/RDD/train/back_gt/0211.JPG,0,0,0
192,./dataset/RDD/train/img/0212.JPG,./dataset/RDD/train/gt/0212.JPG,./dataset/RDD/train/back_gt/0212.JPG,0,0,0
